wo,ata,ac,pos,pn_off,sn_off,pn_on,sn_on,label,cert
191461345,33-00,B737-8,15DEF,9651-35-0005,31033,9651-35-0005,29383,4149344,172614
55022649,26-00,B737-8,AFT,473597-5,37387,473597-5,SJE0909,3902393,407337662
190034017,23-51,B737-8,FL DK,5145-1-82,14965,5145-1-82,23819,4132370,PAV13910
191319334,33-21,B737-8,#19,9651-35-0002,33468,9651-35-0002,34349,4160173,173717
55299437,25-00,M73-82,GALLEY G1,62197-301-001,22-01-0397,62197-301-001,23-06-0209,3807244,PAV9730
55461691,33-00,M73-82,CABIN,9651-35-0005,47689,9651-35-0005,21208,3752532,135643
191269917,33-00,M73-82,6ABC,9651-35-0002,35676,9651-35-0002,53519,4049960,164941
190518450,25-00,B737-8,102,62197-301-001,18-01-0445,62197-301-001,23-08-0258,3883523,1352933
55705764,25-00,B737-8,FWDGALLY,8201-11-0000-01,22-02-0635,8201-11-0000,07-10-24302,3774384,PAV9180
190942396,27-00,B737-8,FIN,0851HT1,279342,0851HT2,485005,4173093,409231609
190459871,33-21,M73-82,20DEF,9651-35-0002,53011,9651-35-0002,74420,3892531,04631946
191216519,25-00,M73-82,GALLEY G4,62197-301-001,18-01-0440,62197-301-001,16-11-0288,4213889,WAV1617
190230875,25-00,B737-8,FWDGALLY,62197-301-001,16-10-0264,62197-301-001,17-08-0405,3852638,WAV2302913
190544550,33-00,B737-8,#18 RH,9651-35-0002,19420,9651-35-0002,31148,4121804,170482
55506942,25-00,B737-8,FWDGALLY,8201-11-0000,02-10-18260,8201-11-0000-01,21-06-0255,3721667,1214029
190148631,25-33,B737-8,AFTGALLY,72184025,4044,72184025,4048,3954265,PAV11464
55472475,33-21,M73-82,CAB,,,9651-35-0005,51749,3958830,55692
190238624,23-42,B737-8,CABIN,285W0024-1B,F27339,285W0024-1M,F40399,3944240,ARC154439
191455031,25-31,B737-8,AFT LH,62197-301-001,14-09-7023,72184025,N10120148044747,4114467,SA12006
55344138,33-00,M73-82,09ABC,9651-35-0003,20183,9651-35-0003,7528,3746623,135140
55176640,25-00,B737-8,AFTGALLY,8201-11-0000-01,16-12-38375,8201-11-0000-01,23-03-0714,4094699,KAV0226055
190715626,25-00,B737-8,AFTGALLY,8201-11-0000-01,16-06-37695,8201-11-0000,06-11-22825,3953590,KAV0925005
191353193,33-00,B737-8,CABIN,9651-35-0005,32589,9651-35-0005,31848,4096651,ARC168744
55201017,25-31,B737-8,FWD GALLEY,62197-301-001,17-01-0353,62197-301-001,19-07-0259,3977132,WAV872
190494108,33-00,M73-82,CABIN,9651-35-0005,50043,9651-35-0005,59172,3905582,20103111
190315033,25-32,M73-82,GALLEY 4,62197-301-001,16-01-0178,62197-301-001,18-07-0610,3933338,1397680
190450472,25-32,M73-82,AFTGALLY,62197-301-001,15-10-8004,62197-301-001,21-11-0695,3979786,WAV886
191356989,33-00,B737-8,18DEF,9651-35-0002,74434,9651-35-0002,18283,4209144,ARC177631
191128149,25-00,M73-82,GALLEY G4,62197-301-001,18-01-1110,62197-301-001,21-11-0683,4180275,PAV14422
190606064,33-20,B737-8,24 ABC,9651-35-0003,5392,9651-35-0003,10268,3925193,ARC152339
191430196,33-00,B737-8,25DEF,9651-35-0004,9077,9651-35-0004,6728,3830109,ARC143720
42125799,33-21,M73-82,5ABC,9651-35-0002,76564,9651-35-0002,17770,4019514,ARC162397
190532463,25-32,B737-8,AFTGALLY,72184025,N09120057044580,72184025,4146,3866409,PAV10512
35046945,33-00,B737-8,RH,72605363-1,4489,72605363-1,5583,3955446,354297006
55259491,25-00,B737-8,FWD,8201-11-0000,05-02-20904,8201-11-0000-01,15-11-36856,4108598,PAV13609
190593900,25-00,B737-8,FWDGALLY,62197-301-001,16-12-0309,62197-301-001,21-11-0215,4026499,WAV1030
191089571,38-11,M73-82,LAV A,SC4L500301-5,11140768,SC4L500301-5,175167866-003,4135151,E-6173310
55684432,33-21,B737-8,9DEF,9651-35-0003,5740,9651-35-0003,18478,3783485,20083451
55222155,25-00,B737-8,FWDGALLY,8201-11-0000-01,18-10-0450,8201-11-0000-01,15-12-37022,3929830,1394707
107267016,36-00,B737-8,#2,107484-7,17227,107484-7,13524,4182177,6330743
191319074,33-00,B737-8,15 RH,9651-35-0005,31598,9651-35-0005,58445,4130216,20203083-1
55676253,33-00,B737-8,30ABC,9651-35-0005,31848,9651-35-0005,65009,4060421,20162262
190602504,33-42,B737-8,LH,72605363-1,7491,72605363-1,0030,4144950,355961057
14085946,25-35,B737-8,AFTGALLY,72184025,4249,72184025,N09060320044544,3925042,WAV647
190655805,33-00,B737-8,25 ABC,9651-35-0004,12404,9651-35-0004,18422,3918223,20105200
35045862,25-37,B737-8,FWD,8201-11-0000-01,17-12-40029,8201-11-0000-01,21-11-0986,3745317,KAV1124017
55639275,25-00,B737-8,CAPT,5145-1-82,17418,5145-1-82,12018,3921426,PAV11034
190577085,25-00,B737-8,AFTGALLY,62197-301-001,17-12-0465,72184025,4253,3874016,WAV499
190190618,33-00,B737-8,31 ABC,9651-35-0005,36545,9651-35-0005,45124,4219446,ARC178615
55022189,26-00,B737-8,FWD,473597-5,40765,473597-5,37956,3747046,R548051-60756
190757545,38-31,32S,LAV A,14330-230,22571,14330-230,14959,4128521,0001196828
190081478,34-00,B737-8,AUX,0851HT1,348782,0851HT2,466353,3784103,407499381
190298320,38-00,M73-82,FWD GALLEY,62197-301-001,16-06-0223,62197-301-001,21-11-0694,4046376,KAV0126094
190399745,33-00,M73-82,CABIN,9651-35-0005,21352,9651-35-0005,23242,4190174,ARC175496
191387350,33-00,B737-8,RH,72605363-1,1174,72605363-1,1694,4150079,356252363
35005626,33-21,B737-8,22ABC,9651-35-0002,29673,9651-35-0002,17681,3826269,ARC142753
42106310,38-11,M73-82,LAV U,SC4L500301-5,170714891-005,SC4L500301-5,175167866-004,4135152,E-6173310
190529834,23-00,B737-8,FWD,285W0024-1B,D18819,285W0024-23B,F64498,4186913,05338
55605468,38-00,B737-8,LAV E,SC4L500301-5,171187515-005,SC4L500301-5,171187516-003,3641353,401043
41796336,25-00,M73-82,AFT GALLEY,62197-301-001,23-09-0229,62197-301-001,17-12-0453,3887298,PAV10723
190522141,33-00,B737-8,CAB,9651-35-0005,23164,9651-35-0005,64062,3860011,20096897-1.000
55539302,25-00,B737-8,FWDGALLY,72184025,4317,72184025,4105,3983340,KAV1025044
190375580,38-00,M73-82,LAV V,SC4L500301-5,170292066-005,SC4L500301-5,174737226-002,4070518,6089876
41927551,33-00,B737-8,RH,45-0351-4,3130,45-0351-4,7289,4041893,PAV12654
55247016,27-31,B737-8,FIN,0851HT1,263549,0851HT2,467264,3795333,407560132
190338313,33-00,M73-82,LH,72605363-1,5927,72605363-1,3336,4207353,6716860
55573656,33-21,B737-8,19ABC,9651-35-0002,17901,9651-35-0002,53686,3766748,1290-1.000
191308355,33-42,B737-8,RH,72605363-1,0869,72605363-1,0652,4205024,356739243
55603224,33-00,B737-8,31DEF,9651-35-0005,25550,9651-35-0005,61445,3933116,20106760
55603224,33-00,B737-8,CABIN,9651-35-0004,6670,9651-35-0004,18483,3920578,ARC152139
190211106,23-42,B737-8,CABIN,285W0024-1B,D09298,285W0024-1M,F40862,3736239,134466
41245592,25-00,B737-8,FWDGALLY,62197-301-001,23-03-0696,62197-301-001,16-12-0309,4042497,WAV1084
55611401,26-16,B737-8,AFT,473597-5,SJA3130,473597-5,SJA7026,3792836,61479
190612354,25-00,B737-8,AFTGALLY,8201-11-0000,02-10-18235,8201-11-0000-01,17-12-39594,3854244,1325974
190137153,25-30,B737-8,AFT CAB,72184025,N11060388044792,72184025,4035,3986151,PAV11888
190111584,25-33,B737-8,AFTGALLY,72184025,N12061885044863,72184025,4040,4124532,WAV1377
190536098,33-00,B737-8,LH,9651-35-0002,35039,9651-35-0002,30138,3949631,ARC155184
191423967,26-00,B737-8,AFT,473597-5,SJA4559,473597-5,SJB5722,4215905,R554360-66743
190545979,33-42,B737-8,RH,72605363-1,3459,72605363-1,5972,3959206,354249272
190592290,25-31,B737-8,AFTGALLY,62197-301-001,16-02-0194,62197-301-001,16-08-0254,3841849,1315378
42166720,33-21,M73-82,#6 LH,9651-35-0002,49299,9651-35-0002,68967,4053644,ARC165229
190566655,25-00,B737-8,AFTGALLY,62197-301-001,19-06-0020,62197-301-001,16-01-0174,3947863,WAV747
41664018,25-35,B737-8,AFTGALLY,8201-11-0000,05-08-21363,8201-11-0000,07-01-23102,3802997,PAV9649
190616752,23-51,B737-8,CAPT,5145-1-82,13472,5145-1-82,15296,3946796,PAV11333
191388482,25-00,B737-8,AFTGALLY,62197-301-001,17-12-0468,62197-301-001,21-02-0161,4213890,WAV1614
55331184,33-00,M73-82,31 DEF,,,9651-35-0005,58385,4015905,20140341
191525873,25-00,B737-8,#4,72184025,4340,72184025,4128,4051089,KAV0126038
190300409,38-11,M73-82,AFT RH,SC4L500301-5,11304699-009,SC4L500301-5,173651767-008,3931315,E-5886428
190573983,33-00,B737-8,31 ABC,9651-35-0005,17380,9651-35-0005,47207,4157020,ARC172865
190573983,33-00,B737-8,30DEF,9651-35-0005,49532,9651-35-0005,51961,4157456,ARC173099
191422574,33-00,B737-8,CAB,9651-35-0005,64832,9651-35-0005,22980,4116703,ARC170135
55709648,33-42,B737-8,RH,72605363-1,3458,72605363-1,0912,4053969,355354014
55089309,23-00,B737-8,FL DK,5145-1-82,19685,5145-1-88,130308,3925386,PAV11079
41772131,25-37,B737-8,AFTGALLY,8201-11-0000-01,17-11-39499,8201-11-0000,04-08-20259,3583903,1076653
190022557,33-00,B737-8,24ABC,9651-35-0003,11532,9651-35-0003,20127,4053226,20159011
40723199,33-00,B737-8,CABIN,9651-35-0005,58377,9651-35-0005,56051,3783454,20083334
55332772,25-00,M73-82,GALLEY G1,8201-11-0000-01,22-02-0640,8201-11-0000,04-02-19767,4094623,KAV0226047
190327157,72-00,M73-82,#2,2085M31G03,PAT7H143,2085M31G03,PAT0G762,3985571,RG65521-1
55309760,25-00,M73-82,G1,62197-301-001,22-11-0534,62197-301-001,18-07-0588,3786240,1265846
191334325,33-00,B737-8,4DEF,9651-35-0002,65701,9651-35-0002,55000,4230998,179492
41796382,33-21,M73-82,CAB,9651-35-0002,50350,9651-35-0002,54995,3892893,ARC149359
41796382,33-21,M73-82,CAB,9651-35-0002,50342,9651-35-0002,74407,3897504,04640200
190771010,33-40,B737-8,RH,45-0351-4,4363,45-0351-4,5083,3828170,PAV10086
190580103,25-30,B737-8,FWDGALLY,8201-11-0000-01,17-08-39196,8201-11-0000,06-11-22818,3768419,PAV9049
41987155,25-00,B737-8,AFTGALLY,62197-301-001,16-12-0314,72184025,4065,3913392,PAV10956
55470733,33-21,M73-82,12DEF,9651-35-0005,62788,9651-35-0005,48929,3909344,20103222
55470733,33-21,M73-82,23ABC,,,9651-35-0002,74821,3909339,20104512
41557181,34-10,B737-8,F/O,0851HT1,375707,0851HT2,454490,3561714,509788
190625484,72-00,B737-8,#1,340-001-036-0,DM146267,340-001-038-0,DM139575,3985525,6001
190519544,33-00,B737-8,AFT,9651-35-0005,23152,9651-35-0005,16700,3741004,134658
190034698,33-00,B737-8,6 DEF,9651-35-0002,39721,9651-35-0002,62161,4060416,20162282
55583279,33-42,B737-8,LH,72605363-1,3717,72605363-1,2591,3860579,3154932
190567948,25-33,B737-8,AFT GALLEY,72184025,N10121132044767,72184025,N09030236044463,4045036,PAV12730
55524188,25-00,B737-8,FWD,62197-301-001,15-06-7748,62197-301-001,21-02-0165,3883540,1352831
190403475,33-00,M73-82,31 DEF,9651-35-0005,17543,9651-35-0005,50646,4148455,172274
190401101,25-00,M73-82,GALLEY G1,8201-11-0000-01,23-07-0427,8201-11-0000,07-09-24233,3947984,PAV11363
190672272,26-00,B737-8,AFT,473597-5,SJA3096,473597-5,SJB1133,3994103,00012978442
190031636,33-42,B737-8,RH,45-0351-4,6630,45-0351-4,7209,4112681,PAV13652
190074224,38-32,B737-8,LAV D,14330-230,25210,14330-230,7826,3889978,1131665
107320935,36-00,B737-8,#1,3214552-5,7898,3214552-6,20466,4223189,356775546
107320935,36-00,B737-8,#1,107484-7,12022,107484-7,13623,4204062,6751102
190409095,25-00,M73-82,G1,62197-301-001,21-02-0129,62197-301-001,14-12-7221,4134166,SAV901
190623452,33-00,B737-8,LH,72605363-1,0030,72605363-1,4774,4030661,355101123
55456425,73-00,M73-82,#2,2085M31G03,PSDNE385,2085M31G03,PAT40R96,3988033,RG64124-1
190046137,33-00,B737-8,RH,45-0351-4,5126,45-0351-4,3707,3880037,3880037
35009000,26-16,B737-8,AFT,473597-5,SJB0856,473597-5,45236,3747617,60102
191319555,33-21,B737-8,15DEF,9651-35-0005,21275,9651-35-0005,43400,4145144,171980
190083951,33-21,B737-8,CABIN,9651-35-0005,44679,9651-35-0005,18238,3890637,148670
190620291,33-20,B737-8,11DEF,9651-35-0005,43400,9651-35-0005,50550,4110000,20185153
55438704,25-00,M73-82,GALLEY 4,62197-301-001,21-02-0104,62197-301-001,21-02-0308,3830811,1307202
55585543,72-21,B737-8,NO.1 #21,,,340-001-038-0,DM162196,3877123,R25051508
55585543,72-21,B737-8,#1,340-001-038-0,DM010975,,,9545255,
191454537,33-42,B737-8,RH,45-0351-4,7209,45-0351-4,3488,4070527,PAV13091
55334009,38-00,M73-82,FWD GALLEY,62197-301-001,16-12-0308,62197-301-001,22-11-0538,3746963,KAV1124024-UKCAA
41917479,38-00,B737-8,AFT,62197-301-001,16-10-0277,62197-301-001,21-11-0713,3831060,1307494
190631260,33-21,B737-8,12ABC,9651-35-0005,17883,9651-35-0005,33823,3826338,ARC142631
190601737,34-00,B737-8,F/O,0851HT1,449542,0851HT2,466997,3799793,407594839
191500817,25-31,B737-8,RH AFT,62197-301-001,15-12-0156,62197-301-001,18-01-1108,4094534,WAV1282
55628908,33-42,B737-8,LH,72605363-1,2791,72605363-1,0781,3792502,352169303
190359135,33-21,M73-82,27ABC,9651-35-0004,23758,9651-35-0004,8152,4032018,163372
190289295,33-00,M73-82,CABIN,9651-35-0002,18788,9651-35-0002,33913,3907493,150442
190469789,33-00,M73-82,CABIN,9651-35-0002,50170,9651-35-0002,30434,4019648,ARC161914
55264607,26-16,B737-8,AFT,473597-5,56172,473597-5,37332,3951046,63814
55542151,26-00,B737-8,AFT,473597-5,SJA4966,473597-5,45549,3942882,12745630
190464566,72-00,M73-82,#1,2085M31G03,PAT44T04,2085M31G03,PAT5G464,3985570,RG66870-1
190464566,72-00,M73-82,#1,2085M31G03,PSDMD740,2085M31G03,PAT0G768,3985572,RG65524-1
40792339,34-00,B737-8,RH,0851HT1,407365,0851HT2,474393,3972780,3158
191491561,25-00,B737-8,AFTGALLY,8201-11-0000-01,23-08-0269,8201-11-0000-01,10-07-29062,4202662,KAV0726010
55692559,23-51,B737-8,F/O,5145-1-82,14455,5145-1-88,28841,3803054,PAV9652
190082188,25-00,B737-8,FWD,72184025,N09070385044556,72184025,N12031140044846,3852072,WAV438
190375307,33-00,M73-82,22 ABC,9651-35-0002,71161,9651-35-0002,53257,4072951,ARC166745
190359178,34-11,M73-82,F/O,0851HT1,433520,0851HT2,475521,3979311,408416648
191315324,25-00,B737-8,FWDGALLY,62197-301-001,23-05-0228,62197-301-001,17-06-0375,4025881,PAV12437
190903310,25-00,B737-8,CABIN,8201-11-0000,04-10-20488,8201-11-0000,05-01-20766,4146482,PAV14099
55527021,25-00,B737-8,AFT,62197-301-001,18-01-1113,62197-301-001,15-12-0147,3897543,WAV534
55526725,25-00,B737-8,AFTGALLY,8201-11-0000-01,19-07-0786,8201-11-0000-01,22-03-0049,3887266,PAV10734
103656804,36-11,B737-8,#2,107484-7,17578,107484-7,19303,3835130,2975
190594114,26-16,B737-8,AFT,473597-5,SJA6981,473597-5,SJB1051,3935189,12730871
41882904,23-00,M73-82,FWD CABIN,285W0024-1B,F25913,285W0024-1M,F50893,3747492,135751
190117801,25-00,B737-8,FWD,72184025,N12021272044839,72184025,N10090450044704,3595772,1087844
190678954,33-00,B737-8,25DEF,9651-35-0004,6935,9651-35-0004,24435,3830461,20092747
40341672,38-00,B737-8,CABIN,15800-029-3,10060,15800-029-3,1937,3052392,850538
190791359,25-00,B737-8,AFTGALLY,8201-11-0000,07-12-24519,8201-11-0000,05-10-21299,3901568,PAV10833-UKCAA
190385699,33-21,M73-82,5ABC,9651-35-0002,34349,9651-35-0002,66277,4134504,20203101
980009346,25-00,B737-8,FWDGALLY,62197-301-001,17-01-0341,62197-301-001,17-12-0417,4145901,
55461950,25-32,M73-82,FWD GALLEY,62197-301-001,21-11-0709,62197-301-001,17-07-0384,3807329,KAV0225052
55067690,33-00,B737-8,RH,45-0351-4,6971,45-0351-4,3624,3721683,KST1024008
55382619,33-00,M73-82,CABIN,9651-35-0005,47171,9651-35-0005,21010,3877521,147377
191271879,33-21,M73-82,CABIN,9651-35-0002,82244,9651-35-0002,51903,4031769,163126
55669588,25-00,B737-8,FWDGALLY,8201-11-0000,07-10-24290,8201-11-0000,04-11-20592,3575244,1064954
190309027,33-21,M73-82,15ABC,9651-35-0005,63215,9651-35-0005,66928,4001998,20127202
41856776,33-21,M73-82,23 ABC,9651-35-0002,63017,9651-35-0002,32575,3903235,149848
190595492,33-00,B737-8,22DEF,9651-35-0002,34691,9651-35-0002,22354,3886834,148743
190413967,23-00,M73-82,AFT CAB,285W0024-1B,D16816,285W0024-1M,F56436,3924452,152782
190163887,25-00,B737-8,FWD CAB,8201-11-0000-01,17-12-39599,8201-11-0000-01,15-06-36280,3819140,KAV0225070
190114594,26-00,B737-8,AFT,473597-5,41501,473597-5,SJA0265,3953309,12805544
55108462,25-00,B737-8,FWD,8201-11-0000-01,10-07-29038,8201-11-0000,07-10-24296,3747238,KAV1124054
55674514,25-35,B737-8,FWDGALLY,62197-301-001,16-02-0208,62197-301-001,21-11-0694,3779992,1259217
190481200,33-20,M73-82,9DEF,9651-35-0003,16162,9651-35-0003,15654,3979052,ARC157562
191457265,33-21,B737-8,2 DEF,9651-35-0004,6486,9651-35-0004,21322,4190073,20242657
55332452,33-00,M73-82,CABIN,9651-35-0005,62748,9651-35-0005,21281,4110269,ARC169705
190090048,23-00,B737-8,AFT,285W0024-1B,F25777,285W0024-1B,F25962,3951483,155036
190582274,25-00,B737-8,FWDGALLY,72184025,4033,72184025,4037,3802196,1279342
191509706,25-00,B737-8,AFTGALLY,8201-11-0000,08-02-24841,8201-11-0000,08-02-24825,4189391,S26/2693 S-1
55228708,25-00,B737-8,#4,8201-11-0000,07-12-24538,8201-11-0000,07-08-24030,3818906,KAV0225023
55459014,25-00,M73-82,GALLEY G1,8201-11-0000-01,10-07-29030,8201-11-0000,03-09-19329,3996087,KAV1125001
41160106,33-00,B737-8,23 ABC,9651-35-0002,34801,9651-35-0002,65980,3765620,20082106
42082433,38-00,M73-82,FWD GALLEY,62197-301-001,23-05-0223,62197-301-001,16-06-0222,3791964,1270572
190788212,25-00,B737-8,AFT GALLEY,8201-11-0000-01,16-11-38223,8201-11-0000-01,15-10-36716,3800150,1277717
55594324,33-00,B737-8,6DEF,9651-35-0002,49538,9651-35-0002,67697,3791744,20086531
35037462,25-00,B737-8,LH,8201-11-0000,07-12-24537,8201-11-0000-01,17-01-38345,4025777,KAV1225031
40924875,33-42,B737-8,RH,45-0351-4,4865,45-0351-6,8214,3843119,1316535
190105781,25-37,B737-8,102,8201-11-0000-01,16-12-38302,8201-11-0000-01,21-08-0162,3842079,1315957
55630955,33-21,B737-8,5ABC,9651-35-0002,62985,9651-35-0002,66993,3933110,20107169
55309263,33-00,M73-82,RH INBD,72500410-4,9782,72500410-4,13516,3792670,352144157
55309263,33-00,M73-82,RH,72605363-1,4424,72605363-1,5550,3805667,352352989
190665411,23-00,B737-8,CABIN,285W0024-1B,F37585,285W0024-1B,F24235,3867618,146753
55454153,25-00,M73-82,GALLEY G4,62197-301-001,16-02-0211,62197-301-001,16-01-0187,4063555,WAV1157
55642969,23-51,B737-8,OBS,5145-1-82,11761,5145-1-82,12659,3791153,2801
190530203,33-21,B737-8,2 ABC,9651-35-0005,32590,9651-35-0005,49294,3975479,20118046
190532924,33-21,B737-8,15DEF,9651-35-0005,30824,9651-35-0005,48851,3590220,20056159
55623391,33-21,B737-8,24 LH,9651-35-0003,15041,9651-35-0003,9503,3740805,ARC134699
190775446,72-21,B737-8,#1,340-001-036-0,PF459411,340-001-038-0,DM150524,3922793,809001
40275121,25-00,B737-8,FWDGALLY,62197-301-001,15-08-7819,62197-301-001,23-06-0210,4213946,WAV1607
191047965,25-36,B737-8,#3,8201-11-0000-01,17-11-39505,8201-11-0000-01,17-12-40063,4207461,PAV14830
55676483,38-00,B737-8,AFTGALLY,62197-301-001,16-06-0222,62197-301-001,15-10-8011,4103866,WAV1317
190862214,26-00,B737-8,AFT,473597-5,24266,473597-5,SJA7109,3988985,12978409
55056835,33-00,B737-8,CAB,9651-35-0003,11555,9651-35-0003,20180,3716244,20074458
191411144,33-21,B737-8,31ABC,9651-35-0005,29427,9651-35-0005,32964,4228906,179298
55195212,23-42,B737-8,CABIN,285W0024-1B,D05946,285W0024-1B,D14908,3788852,139134
55406250,33-00,M73-82,RH,9651-35-0003,15412,9651-35-0003,9833,3867459,146422
55286730,38-00,M73-82,LAV V,SC4L500301-5,171187509-004,SC4L500301-5,172211398-002,3770917,637681
55456936,33-21,M73-82,31ABC,9651-35-0005,33612,9651-35-0005,51405,4179276,ARC174588
55022648,26-00,B737-8,AFT,473597-5,37362,473597-5,SJE0908,3902392,407337662
190034206,23-00,B737-8,FWD,285W0024-1B,F36777,285W0024-23M,F63154,4131778,05303149
102214877,36-11,B737-8,#2,107484-7,8734,107484-7,20543,3755194,8013008
41410367,23-00,B737-8,CABIN,285W0024-1B,F38846,285W0024-1M,F46382,3979622,ARC157919
980014986,25-35,B737-8,AFT,8201-11-0000,04-01-19623,8201-11-0000,07-12-24543,4176968,KAV0526127
190376199,38-00,M73-82,LAV A,SC4L500301-5,171282143-007,SC4L500301-4,1606795,4060721,E-6074532
41702942,33-00,B737-8,18ABC,9651-35-0002,40943,9651-35-0002,45386,3814702,20090035
190203245,23-00,B737-8,AFT CAB,285W0024-1B,D17606,285W0024-1M,F59079,4095955,05216500
41931171,25-37,B737-8,AFTGALLY,8201-11-0000-01,10-07-28998,8201-11-0000-01,17-12-39605,3930348,KAV0725036
190541402,25-00,B737-8,AFT GALLEY,72184025,4338,72184025,3023,3829219,PAV10090
190440749,38-11,M73-82,FWD,SC4L500301-5,11303952-007,SC4L500301-5,173163656-003,3869762,E-5789143
191407103,33-00,B737-8,23DEF,9651-35-0003,16247,9651-35-0003,7546,4179336,ARC174926
55525199,26-16,B737-8,AFT,473597-5,SJA3013,473597-5,SJE1344,3908307,408095
53863192,38-32,B737-8,FWD,14330-230,36550,14330-230,ZSK428,3979177,1157580
55612340,26-00,B737-8,AFT,473597-5,SJA6537,473597-5,45975,3887084,63012
55222589,25-31,B737-8,AFT GALLEY,8201-11-0000-01,16-11-38221,8201-11-0000-01,23-06-0156,3452352,S23/2869H-1
55602054,25-00,B737-8,FWDGALLY,62197-301-001,17-01-0364,62197-301-001,23-04-0106,3806079,1283490
41612424,33-21,B737-8,4 DEF,9651-35-0002,34974,9651-35-0002,18825,3920771,ARC151
42213143,33-21,M73-82,CAB,9651-35-0002,51245,9651-35-0002,25075,4160175,173777
190468476,25-00,M73-82,GALLEY G4,8201-11-0000-01,16-11-38230,8201-11-0000,02-09-18196,3979161,KAV1025031
190099124,23-44,B737-8,CABIN,285W0024-1B,D22026,285W0024-1M,F56107,3916267,151501
55480313,25-00,M73-82,GALLEY G1,62197-301-001,21-11-0693,62197-301-001,22-10-0366,3754354,1240051
191481440,33-00,B737-8,18 DEF,9651-35-0002,54989,9651-35-0002,53824,4157093,ARC172968
103735724,33-24,M73-82,CABIN,9651-35-0005,33316,9651-35-0005,32481,3890655,148914
40189919,34-00,B737-8,F/O,0851HT1,379289,0851HT2,467810,3814338,407648555
40242108,36-00,B737-8,#2,107484-7,12796,107484-7,13324,3795349,352133613
190533004,23-00,B737-8,AFT CAB,285W0024-1B,F53022,285W0024-1B,F25836,3867644,146654
190705644,33-21,B737-8,24ABC,9651-35-0003,10627,9651-35-0003,5323,3816424,141814
42189153,25-00,M73-82,FWD GALLEY,8201-11-0000,07-08-24030,8201-11-0000-01,15-12-37026,3640662,1135826
42152171,25-32,M73-82,GALLEY G4,62197-301-001,23-05-0231,62197-301-001,18-01-1110,4149993,WAV1441
190093526,33-42,B737-8,RH,45-0351-4,3686,45-0351-4,6971,4074031,PAV13175
190063174,25-33,B737-8,FWDGALLY,62197-301-001,17-08-0405,72184025,N12061892044870,3862358,1334215
190465006,33-00,M73-82,12ABC,9651-35-0005,39852,9651-35-0005,32579,4116634,ARC169830
35004944,33-00,B737-8,18DEF,9651-35-0002,23458,9651-35-0002,24894,3907431,150464
55509939,33-00,B737-8,25ABC,9651-35-0004,12252,9651-35-0004,8026,3758765,136211
191348287,38-00,B737-8,LAV A,14330-230,37253,14330-230,ZSK202,4167470,0000072789
191428604,33-00,B737-8,8 DEF,9651-35-0002,33694,9651-35-0002,65007,4072589,20167334
55536527,25-31,B737-8,FWDGALLY,62197-301-001,15-03-7402,62197-301-001,14-09-7012,3810256,1286768
55511923,33-21,B737-8,18ABC,9651-35-0002,55041,9651-35-0002,24384,4067830,ARC166066
190100164,23-51,B737-8,FL DK,5145-1-82,24982,5145-1-82,15196,4080654,PAV13275
190318776,25-32,M73-82,G1,62197-301-001,15-11-0130,62197-301-001,17-07-0381,3858385,1330202
190579333,23-00,B737-8,FWD CAB,285W0024-1B,D21578,285W0024-1M,F56296,4005595,160652
55527975,23-00,B737-8,AFT CAB,285W0024-1B,D13305,285W0024-1B,F36187,3857304,ARC145838
55709406,38-32,B737-8,AFT RH,14330-230,5079006,14330-230,29269,3782764,001092365
190224198,25-00,B737-8,CABIN,8201-11-0000-01,09-10-27613,8201-11-0000-01,16-07-37782,3630784,1125427
55505472,33-21,B737-8,#15 RH,9651-35-0005,32094,9651-35-0005,28551,3855435,145162
55637045,25-35,B737-8,GALLEY G1,62197-301-001,15-03-7399,62197-301-001,17-12-0411,3758753,PAV8950
42050464,38-32,B737-8,LAV A,14330-230,ZSK616,14330-230,36651,3789409,01093361
190302419,25-32,M73-82,GALLEY 4,62197-301-001,14-07-6899,62197-301-001,23-08-0261,3947861,WAV749
191535460,26-16,B737-8,AFT,473597-5,SJA0615,473597-5,23579A,4203817,00013933974
55232428,25-31,B737-8,AFTGALLY,72184025,4128,72184025,4340,4214248,WAV1569
55027357,23-50,B737-8,#3,5145-1-82,14118,5145-1-82,14935,3858834,PAV10426
55222001,25-00,B737-8,AFT CAB,8201-11-0000-01,16-12-38298,8201-11-0000-01,22-02-0643,3932218,PAV11152
190141445,25-00,B737-8,CABIN,72184025,3043,72184025,4429,3925168,WAV637
191120080,33-21,M73-82,CAB,9651-35-0005,48410,9651-35-0005,16474,4183985,175036
35058669,33-00,B737-8,28DEF,9651-35-0005,52914,9651-35-0005,71756,3835930,3382
190276024,33-00,M73-82,10DEF,9651-35-0003,18304,9651-35-0003,5740,3826273,ARC142723
55229963,23-31,B737-8,CABIN,285W0024-1B,F62279,285W0024-1M,F40782,3951481,154693
190449105,25-00,M73-82,AFT GALLEY,62197-301-001,25-05-0008,62197-301-001,17-12-0470,4177157,WAV1482
190538185,36-11,B737-8,#1,107484-7,17705,107484-7,20563,3830187,552554492
55059286,25-00,B737-8,CABIN,8201-11-0000,05-10-21303,8201-11-0000-01,19-01-0492,3768588,PAV9061
190288668,33-00,M73-82,CABIN,9651-35-0005,15709,9651-35-0005,17423,3813471,ARC141328
