OperatorControlNumber,DifficultyDate,SubmissionDate,OperatorDesignator,SubmitterDesignator,SubmitterTypeCode,ReceivingRegionCode,ReceivingDistrictOffice,SDRType,JASCCode,NatureOfConditionA,NatureOfConditionB,NatureOfConditionC,PrecautionaryProcedureA,PrecautionaryProcedureB,PrecautionaryProcedureC,PrecautionaryProcedureD,StageOfOperationCode,HowDiscoveredCode,RegistryNNumber,AircraftMake,AircraftModel,AircraftSerialNumber,AircraftTotalTime,AircraftTotalCycles,EngineMake,EngineModel,EngineSerialNumber,EngineTotalTime,EngineTotalCycles,PropellerMake,PropellerModel,PropellerSerialNumber,PropellerTotalTime,PropellerTotalCycles,PartMake,PartName,PartNumber,PartSerialNumber,PartCondition,PartLocation,PartTotalTime,PartTotalCycles,PartTimeSince,PartSinceCode,ComponentMake,ComponentModel,ComponentName,ComponentPartNumber,ComponentSerialNumber,ComponentLocation,ComponentTotalTime,ComponentTotalCycles,ComponentTimeSince,ComponentSinceCode,FuselageStationFrom,FuselageStationTo,StringerFrom,StringerFromSide,StringerTo,StringerToSide,WingStationFrom,WingStationFromSide,WingStationTo,WingStationToSide,ButtLineFrom,ButtLineFromSide,ButtlineTo,ButtlineToSide,WaterLineFrom,WaterLineTo,CrackLength,NumberOfCracks,CorrosionLevel,StructuralOther,Discrepancy,match_key,match_field,wo_part_number,sdr_year
CALA2025041503861,2025-04-12,2025-04-15T09:03:17.810-05:00,CALA,CALA,A,GL,33,A,3040,J,,,A,,,,CR,O,37308,BOEING,7378,67564,5199,1831,,,,,,,,,,,,MODULE,233A3201313,F09619,FAULTED,ZONE 200,5179,1825,5179,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALL 4 WINDOW OVHT LIGHTS  ILLUMINATED. COMPLIED W /FM PROCEDURE. LIGHTS  REMAINED ILLUMINATED. FOUND ALL 4 CIRCUIT BREAKERS OPENED.  RESET ALL CBS AND PERFORMED OPERATIONAL TEST FOR WINDOW HEAT TEST AND OVERHEAT TEST PER AMM 30-41-00-710-801. AS A PERCAUTION REMOVED AND REPLACED WINDOW PITOT HEAT MODULE PER AMM 30-00-02-400-801. OPERATIONAL CHECKED OK PER AMM 30-31-00-730-801.,233A3201313,PartNumber,233A3201-313,2025
DALA2025041502938,2025-04-13,2025-04-15T13:27:42.083-05:00,DALA,DALA,A,SO,27,A,3600,E,,,O,,,,DE,O,801DZ,BOEING,737932ER,31912,35920,13859,CFMINT,CFM567B27B1,960464,29274,19831,,,,,,,LINE,32144464,1956,DEFECTIVE,PRSOV,100464,10168,465,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SHIP 3801 -MISC/DE- DECLARED EMERGENCY ON DESCENT TO DTW DUE TO RIGHT ENGINE LOW DUCT PRESSURE AND ENGINE VIBRATION. CORRECTIVE ACTION: REPLACED PRSOV CONTROL PRESSURE LINE, PRSOV, HSV AND AC MODULE. OPS CHECKS GOOD.",32144464,PartNumber,3214446-4,2025
CALA2025041703957,2025-04-15,2025-04-17T05:50:02.383-05:00,CALA,CALA,A,GL,33,A,3610,J,,,A,,,,CR,O,87513,BOEING,737824,31621,53159,18878,,,,,,,,,,,HNYWL,SHUTOFF VALVE,32145526,4263,FAULTY,NR 2 ENGINE,73772,30641,2481,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DUCT PRESSURE INDICATION L AND R POINTERS NOT THE SAME (SPLIT), WITH EITHER POINTER BELOW 18 PSIG DURING TAKEOFF, CLIMB AND CRUI SE; THE ENGINE IS THE BLEED SOURCE FL360 NORMAL BLD CONFIG L 40 PSI R 16 PSIRIGHT ENGINE PRSOV INOP. LOCKED IN CLOSED POSITION. INOP STICKER APPLIED. V RIGHT ENGINE PRSOV INOP. LOCKED IN CLOSED POSITION. INOP STICKER APPLIED. DISPATCH DESK: 5    NAME: MW   DATE: 15-APR-25- NOC      DESK: OM6  NAME: CL  DATE: 15-APR-25- DEFERRED DIRECTLY BY TOMC UPON FURTHER INSPECTION OF #2 ENG BLEED SYSTEM FOUND PRSOV BINDING. REMOVED AND REPLACED PRSOV AS REQUIRED REF. AMM 36-11-04. OPS CHECK GOOD AT THIS TIME.",32145526,PartNumber,3214552-6,2025
CALA2025041804020,2025-04-18,2025-04-21T03:24:22.623-05:00,CALA,CALA,A,GL,33,A,7220,O,,,K,,,,IN,V,61898,BOEING,737924ER,62815,26016,9782,CFMINT,CFM567B27E,,,,,,,,,CFMINT,BLADE,3400010360,PC331402T,CHIPPED,NR 2 ENGINE FAN,26012,9781,26012,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"E2  BLADE 14. ON-WING- FAN BLADE ULTRASONIC INSPECTION AND BROACHED DISK LUBRICATION - DURING BLADE LUBE, FOUND CHIPPED CU-NI-IN COATING GREATER THAN AREA X.  PER AMM 72-21-02-200-801-F00, PARAGRAPH K.(1) (C) 2) C) (2)  CONTINUE IN SERVICE LIMIT OF 50 FLIGHT CYCLE OR 75 FLIGHT HOURS, WHICH EVER COMES FIRST REMOVED AND REPLACED BLADE NO.14 ON ENG 2. REF AMM 737 72-21-02/401.",3400010360,PartNumber,340-001-036-0,2025
CALA2025042804257,2025-04-25,2025-04-28T09:58:17.990-05:00,CALA,CALA,A,GL,33,A,3350,O,,,K,,,,IN,V,27323,BOEING,7378,67574,5229,1821,,,,,,,,,,,,LIGHT,9701140001,,INOPERATIVE,ZONE 200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"FOUND WINDOW LIGHT AT RH EMERGENCY EXIT INOP PERFORMED REPLACEMENT OF WINDOW LIGHT - OVERWING EXIT LIGHT ASSEMBLY IAW AMM TASK 33-21-00-960-802, OPS CHECK OK.PARTS USED:  60-3321-3-0009, QTY :1",9701140001,PartNumber,9701-14-0001,2025
AALA202504286626,2025-04-25,2025-04-28T16:00:54.180-05:00,AALA,AALA,A,SW,21,A,7261,K,J,,E,A,,,NR,O,996NN,BOEING,737823,31248,25315,11092,CFMINT,CFM567B242,864440,25315,11091,,,,,,CFMINT,OIL SYSTEM,CFM567B,864440,EMPTY,NR 1 ENGINE,25315,11091,25315,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AIRCRAFT WAS GROUNDED: AN EMERGENCY WAS DECLARED DUE TO: NUMBER 1 ENGINE OIL QUANTITY DROPPED TO 0 IN FLIGHT; THEN OIL PRESSURE WENT TO 0; INFLIGHT SHUT DOWN COMPLETED. AIRCRAFT DIVERTED TO AND LANDED SAFELY AT MCO. REMOVED AND REPLACED LEFT ENGINE ASSEMBLYT, ALL OPERTIONAL AND LEAKED CHECK GOOD. PER W/C 08L40072003.",CFM567B,PartNumber,CFM56-7B,2025
CALA2025043004351,2025-04-27,2025-04-30T06:50:50.840-05:00,CALA,CALA,A,GL,33,A,3411,J,,,A,,,,CL,O,37354,BOEING,7378,67616,2547,878,,,,,,,,,,,,PITOT TUBE,0851HT1,347205,FAULTED,ZONE 100,26138,9676,2015,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"FEEL DIFF PRESS LIGHT ILLUMINATED AFTER TAKEOFF INSP A/C FOUND NO FAULTS LOGGED. REF FIM 27-31 TASK 803 ACCOMPLISHED FIM TO PARA C STEP 1. REF AMM 27-31-00-700-812 FEEL DIFFERENCIAL PRESSURE LIGHT TEST, TEST PASSED. NEED TO CONTINUE FIM 27-31 TASK 803 WITH PARA C STEP 2. PERFORMED RH ELEVATOR PITOT REMOVED DUE TO BLOCKAGE REF APPLICABLE STEPS AMM 27-31-67- TEST SET HOSES INSTALLED, DRAINS REMOVED FROM ELEVATOR FEEL COMPUTER LINES. PLUGS INSTALLED ON DIAPHRAGHM FITTINGS AND LINES.  PERFORMED ELEV PITOT LEAK CHECK, LEAK CHECK PASSED RR RH ELEVATOR PITOT PROBE REF AMM 27-31-94 REQUIRES OPS CKS.   RH ELEV. PITOT OPS CHECKS GOOD.",0851HT1,PartNumber,0851HT1,2025
2025FA0000340,2025-04-28,2025-05-02T13:23:54.097-05:00,,,W,SW,99,G,3610,J,,,O,,,,TX,O,950AM,BOEING,737852,35115,66051,26292,CFMINT,CFM567B273B1,805996,37903,16744,,,,,,HNYWL,VALVE,32145525,19176,MALFUNCTIONED,ZONE 100,18689,7587,2634,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DUCT L INDICATION PRESSURE IS LOW,32145525,PartNumber,3214552-5,2025
CALA2025050504462,2025-05-01,2025-05-05T06:43:40.437-05:00,CALA,CALA,A,GL,33,A,3411,C,J,,A,,,,CL,O,66841,BOEING,737924ER,42182,32653,11936,,,,,,,,,,,ROSEMOUNT,PITOT HEAD,0851HT1,374173,BLOCKED,ZONE 100,16096,5635,4466,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IAS DISAGREE AFTER T/O ON CLB 20 KNOT DIFFERENCE OCCURED ON LAND ING AGAIN PER FAULT CODE 31-65020 / 31-65060 AND 31-65050 PLUS SMYD FAULT 27-31032 REPLACED L/H AOA VANE IAW AMM 34-21-05 , OPS CHECKED FAIL .   REMOVED BOTH STATIC AND PITOT SYSTEM (4) EACH DM'S AND SLAVED IN NEW ADM'S FOR TROUBLESHOOTING PURPOSES IAW AMM 34-21-04. NO FIX INSTALLED ORIGINAL ADM'S IN IT'S PROPER LOCATION AND QC NOTIFIED FOR QUICK ISCONNECT INSTALLMENT AND SECURITY. FOUND FIRST OFFICER PITOT TUBE BLOCKED, WOULD NOT CLEAR WITH FLUSHING PROCEDURE, REMOVED AND REPLACED THE RIGHT (F/O) PITOT TUBE IAW AMM TASK 34-11-01-400-801 FROM BEGINNING UP TO STEP G. STILL REQUIRES STEP G TO CLOSE.  VERIFED BONDING CHECKS, TORQUES, PART NUMBER, AND INSTALLATION OF PITOT TUBE. ALSO VERIFIED THAT ALL QUICK DISCONECTS WERE PROPERRLY REINSTALLED FOR PITIOT STATIC SYSTEM INCLUDING ADM'S.   COMPLETED INSTALLATION TEST OF FO PITOT PROBE IAW  AMM 34-11-00.  OPS AND LEAK CHECK GOOD.  AIRSPEED DISAGREE WITH NORMAL PARAMETERS. VERIFIED THE INSTALLATION TEST OF FO PITOT PROBE IAW B737 AMM 34-11-00.  OPS AND LEAK CHECK GOOD.",0851HT1,PartNumber,0851HT1,2025
CALA2025050904586,2025-05-06,2025-05-09T08:53:47.597-05:00,CALA,CALA,A,GL,33,A,7532,J,,,A,,,,CL,O,87513,BOEING,737824,31621,53325,18955,CFMINT,CFM567B263,,,,,,,,,HNYWL,BLEED VALVE,32144464,13122,FAULTY,NR 2 ENGINE,33324,6866,6866,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BLEED TRIP OFF LIGHT COMES ON DURING TAKEOFF LIGHT NO. 2 BLEED TRIP OFF ON DEPARTURE NO RESET CREW REPORTED #2E BLEED TRIP LIGHT CAME ON DOING ""NO ENGINE BLEED TAKEOFF"". CREW REPORTS TRYINT TO RESET BLEED TRIP WITH NO SUCCESS. CREW REPORTED NO BLEED SPLIT OR OTHER INDICATIONS. ISO VALVE WAS IN THE AUTO POSSITION WHEN BLEED TRIP CAME ON. UPPON MX ARRIVAL TO AIRCRAFT #2 E BLEED TRIP LIGHT IS STILL ILLUMINATED. PER FIM 36-10 TASK 809 SUSPECT HIGH STAGE VALVE TO BE AT FAULT. POSSIBLE PART, HIGH STAGE VALVE, PN 3214446-4, M&E 29-3611-9-0002. NIS ORD.  R&R HIGH STAGE VALVE ON #2 ENG. REF AMM TASK 36-11-06-400-801 UP TO STEP G. INSTALATION TEST. NEEDS POWER RUN FOR BLEED SHIFT. VERIFY BLEED TRIP OFF LIGHT STAYS OFF. PERFORMED BLEED SHIFT OPERATIONAL TEST OF RIGHT ENGINE DUE TO HIGH STAGE VALVE REPLACMENT REF AMM 36-11-00. ALL BLEED PRESSURES WITHIN RANGE. NO BLEED TRIP DURING TESTING.",32144464,PartNumber,3214446-4,2025
AALA202505128025,2025-05-09,2025-05-12T14:43:25.010-05:00,AALA,AALA,A,SW,21,A,3244,O,,,A,,,,CL,V,887NN,BOEING,737823,31141,39010,16698,,,,,,,,,,,,TIRE,26078252,B5916,BLOWN,ZONE 700,4902,2353,25,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AIRCRAFT WAS GROUNDED: AN EMERGENCY WAS DECLARED DUE TO: RIGHT HAND NOSE TIRE RECAP TREAD WAS GONE AND TIRE WAS FLAT. AIRCRAFT AIR INTERRUPTED BACK TO AND LANDED SAFELY AT DFW. REMOVED AND REPLACED RIGHT HAND NOSE LANDING GEAR TIRE AND WHEEL ASSEMBLY. PER AMM 32-45-21.,26078252,PartNumber,2607825-2,2025
AALA202505139098,2025-05-09,2025-05-13T13:32:21.120-05:00,AALA,AALA,A,SW,21,A,2530,B,,,O,,,,LD,O,163AA,AIRBUS,A321231,6866,26865,10781,,,,,,,,,,,,OVEN,820111000001,,DEFECTIVE,ZONE 900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AIRCRAFT WAS NOT GROUNDED: JUST PRIOR TO LANDING FLIGHT ATTENDT REPORTED LIGHT SMOKE AND ACRID BURNING SMELL COMING FROM THE FORWARD #1 OVEN. MAINTENANCE FOUND OVEN #2 BACK SHELL COVER MISSING AND ALUMINUM FOIL STUCK TO BACK BLOWER CAUSING SMELL. **SUPPLEMENTAL REPORT FOR AALA202505119098: REPLACED OVEWN AND ACCOMPLISHED A SATISFACTORY OPERTIONAL CHECK PER AMM 25-35-19. ** (CLOSED),820111000001,PartNumber,8201-11-0000-01,2025
AALA202505197868,2025-05-15,2025-05-19T15:39:02.117-05:00,AALA,AALA,A,SW,21,A,3600,J,,,A,,,,CL,O,935AN,BOEING,737823,30081,67126,28490,,,,,,,,,,,HNYWL,SHUTOFF VALVE,32145526,4315,SEIZED,ZONE 500,64663,27014,64663,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AIRCRAFT WAS GROUNDED: AN EMERGENCY WAS NOT DECLARED DUE TO: DURING CLIMB LEFT BLEED TRIP OFF ANNUNCIATOR ILLUMINATED, LEFT BLEED TRIP OFF ANNUNCIATOR REMAINED ILLUMINATED AFTER QRH. AIRCRAFT AIR INTERRUPTED BACK TO AND LANDED SAFELY AT ORD. REMOVED AND REPLACED NUMBER 1 (PRSOV)- PRESSURE REGULATOR AND SHUTOFF VALVE. PER MM 36-11-04, OPERTIONAL AND LEAK CHECK GOOD.",32145526,PartNumber,3214552-6,2025
CALA2025052805039,2025-05-25,2025-05-28T07:08:30.097-05:00,CALA,CALA,A,GL,33,A,3411,O,,,A,,,,CR,O,79521,BOEING,737824,31662,46362,16377,,,,,,,,,,,ROSEMOUNT,PITOT HEAD,0851HT2,336884,FAULTED,ZONE 100,26695,9719,26695,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"CAPT PITOT LIGHT ON REQUESTING DEFERRAL 3005A MEL 3005A OM ADVISED VISIBLE MOISTURE IS ISSUE RESET CAPTAIN PITOT HEATERS, PROBE AND INDICATION BREAKERS. NO HELP. TURNING CAPTAIN SIDE SWITCH ON POPS CAPT PITOT HEATER BREAKER C1 ON P18-3. TEMP INSTALLED NEW WINDOW/PITOT HEAT MODULE. NO HELP, REINSTALLED ORIGINAL MODULE. REF FIM 30-31 TASK 802. REMOVED AND REPLACED CAPT SIDE PITOT PROBE. OPS CHECK OF HEATER NORMAL AND LEAK TEST PASS, NO CAPT PITOT LIGHT ON. REF AMM 34-11-01-400-801. REF LP 4968591 FOR APPLICATION OF SEALANT DIP.  VISUALLY INSPECT CONNECTION AND SYSTEM PRESSURE INTEGRITY (LEAK CHECK) OF CAPT'S PITOT PROBE ONLY PER GMM 09-10-05.",0851HT2,PartNumber,0851HT2,2025
CALA2025060205176,2025-05-30,2025-06-02T08:56:38.800-05:00,CALA,CALA,A,GL,33,A,7500,J,,,C,,,,TO,O,62849,BOEING,737924ER,42204,32312,11809,,,,,,,,,,,HNYWL,SHUTOFF VALVE,32145526,16688,FAULTED,NR 1 ENGINE,32288,11804,32288,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REJECTED TAKEOFF DUE TO MOMENTARY FIRE/OVERHEAT INDICATION ON EN GINE 1 PER CAPT , RTO WAS AROUNF 110-120 KTS , ACFT HAS HAD COOLDOWN PERIOD. PERFORMED BITE CK ON ENG/APU FIRE DETECTION CNTL MODULE. NO FAULTS NOTED REF AMM 26-10 TASK 801.  ALSO CKD EEC BITE ON #1 ENG. NO FAULTS NOTED. ALSO CKD ENG EXCEEDANCES #1 ENG. NO CURRECT EXCEEDANCES. OPENED UP #1 ENGINE FOR LEAK CK OF DUCTS, USING APU AIR/ SOAPY WATER.NO LEAKS NOTED. FOUND PRSOV BLEEDING AIR EXCESSIVLY FROM WEEP HOLE. VERY LOUD AND HOT. NEED TO CHANGE PRSOV. REMOVED AND REPLACED ENG #1 PRSOV PER AMM 36-11-04 OPS AND LEAK CHECK GOOD.",32145526,PartNumber,3214552-6,2025
AALA202506028860,2025-05-30,2025-06-02T15:21:34.470-05:00,AALA,AALA,A,SW,21,A,2530,B,,,O,,,,NR,9,857NN,BOEING,737823,30907,43610,18583,,,,,,,,,,,,OVEN,820111000001,,SHORTED,ZONE 900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AIRCRAFT WAS NOT GROUNDED: OVEN NUMBER 1 HAS WEIRD SMELL POSSIBLE BURNING ELECTRICAL VERIFIED FORWARD GALLEY OVEN NUMBER 1 FAULTY. REMOVED AND REPLACED FORWARD GALLEY OVEN NUMBER 1. PER  AMM 25-32-03. OPERTIONAL CHECK GOOD.,820111000001,PartNumber,8201-11-0000-01,2025
AALA202506043726,2025-05-31,2025-06-04T15:16:19.957-05:00,AALA,AALA,A,SW,21,A,7200,X,J,,C,,,,TO,O,933AN,BOEING,737823,30080,63101,26420,CFMINT,CFM567B242,802901,41867,17730,,,,,,CFMINT,ENGINE,CFM567B,,FLAMED OUT,NR 1,41867,17730,41867,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AIRCRAFT WAS GROUNDED: AN EMERGENCY WAS DECLARED DUE TO: HEARD LOUD POP NOISE ON TAKEOFF ROLL, ENGINE COMPRESSOR STALL DURING TAKEOFF. AIRCRAFT REJECTED TAKEOFF AT 110 KNOTS AND RETURN TO BLOCK SAFELY AT STL. C/W FIM 71-05-00-810-805-F00. FOUND FAN LOCKED UP AND WILL NOT MOVE. REMOVED AND INSTALLED SERVICEABLE NUMBER 1 ENGINE, PER WORK CARD 08L40072003.",CFM567B,PartNumber,CFM56-7B,2025
AALA202506045074,2025-05-31,2025-06-04T15:16:20.130-05:00,AALA,AALA,A,SW,21,A,2730,B,,,O,,,,CL,O,895NN,BOEING,737823,31149,37758,16292,,,,,,,,,,,MOOG,COMPUTER,162700100,737,LEAKING,ZONE 300,9040,4248,9040,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AIRCRAFT WAS GROUNDED: MODERATE MUSTY AND DIRTY SOCK ODOR JUST AFTER SETTING TAKEOFF THRUST, IT CONTINUED THROUGH CLIMB TO APPROXIMATELY 10,000 FT. SUSPECT OIL SEAL SEEPAGE.  DURING FAULT ISOLATION FOR SOF EVENT, FOUND ELEVATOR FEEL COMPUTER LEAKING, WITH LEAKAGE SEEPING INTO GASKET BETWEEN APU DIFFUSER DUCT AND PLENUM. REMOVE AND REPLACED ELEVATOR FEEL COMPUTER, PER J/C 08L30027002. OPERTIONAL CHECK AND LEAK CHECK GOOD, NO MORE SOF.",162700100,PartNumber,162700-100,2025
CALA2025061105449,2025-06-08,2025-06-11T10:59:44.313-05:00,CALA,CALA,A,GL,33,A,3320,O,,,K,,,,IN,V,77539,BOEING,737824,63642,24778,9147,,,,,,,,,,,,LIGHT,9701140001,,ABNORMAL,ZONE 200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"EMERGENCY EXIT LIGHT 20DEF FLICKERS FOUND HALF OF THE WINDOW LED LIGHT NEAR SEATS 20DEF FLICKERING RESET POWER TO LIGHT NO HELP REQUESTING MEL 3302B DEACTIVATED ADD FAULT: 3321 RIGHT SIDE WINDOW LIGHTS BY PULLING AND SAFTYING BREAKER E11 ON P92 CB PANEL IN REFERENCE TO AMM 33-21-00 EMERGENCY LIGHTS WORK AS REQUIRED AT SEAT 20FED IN REFERENCE TO AMM 33-51-00 TOMC APPROVED DEACTIVATED RH WINDOW LIGHTS COMPLIED WITH MEL 3302B PLACARD INSTALLED ADD EMP:U410980 ADD FAULT: 3300 REMOVED AND REPLACED WINDOW LIGHT ON SEAT 20DEF OVERWING EMERGENCY EXIT DOOR IN REF AMM.TASK 33-21-00-960-805. OPS CHECK GOOD PARTS USED:  60-3321-3-0009, QTY :1",9701140001,PartNumber,9701-14-0001,2025
AALA202506127305,2025-06-09,2025-06-12T10:29:14.467-05:00,AALA,AALA,A,SW,21,A,2731,S,J,,A,,,,AP,O,800NN,BOEING,737823,29564,47340,19993,,,,,,,,,,,MOOG,COMPUTER,162700100,2739,LEAKING,ELEV FEEL,9086,4333,9086,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AIRCRAFT WAS GROUNDED: AN EMERGENCY WAS DECLARED DUE TO: FEEL DIFFERENTIAL PRESS LIGHT ILLUMINATED ON CLIMBOUT AFTER TAKEOFF AT 1000FT, LIGHT WENT OUT AT 12,000FT, 295KTS. BUT THEN CAME BACK ON AGAIN FL320, 260KTS AND STAYED ON THE REMAINDER OF FLIGHT. REPEAT ITEM. AIRCRAFT EMERGENCY LANDED SAFELY AT RDU. **SUPPLEMENTAL REPORT FOR (AALA202506107305): ACCOMPLISHED TROUBLESHOOTING, PER JOB CARD 08L30027003, FOUND HYDRAULIC LEAK AT ELEVATOR FEEL COMPUTER. REMOVE AND REPALCED ELEVATOR FEEL COMPUTER. PER JOB CARD 08L30027002**(CLOSED).",162700100,PartNumber,162700-100,2025
AALA202506181962,2025-06-09,2025-06-18T10:52:35.350-05:00,AALA,AALA,A,SW,21,A,2530,C,B,,O,,,,NR,O,882NN,BOEING,737823,33221,39309,16822,,,,,,,,,,,,OVEN,820111000001,,CONTAMINATED,ZONE 900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AIRCRAFT WAS NOT GROUNDED: FLIGHT ATTENDANT IS SAYING THE NUMBER 1 OVEN HAS A BURNING SMELL WHEN USED.   REMOVE AND REPLACE NUMBER 1 OVEN. PER AMM 25-32-03. OPERATIONAL CHECK GOOD.,820111000001,PartNumber,8201-11-0000-01,2025
DALA2025062404704,2025-06-24,2025-06-24T10:05:21.603-05:00,DALA,DALA,A,SO,27,A,3411,O,,,A,,,,CR,O,377DA,BOEING,737832,29625,78644,31797,,,,,,,,,,,,PITOT TUBE,0851HT1,321632,DAMAGED,ZONE 100,28928,11858,1386,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SHIP 3707 -DIV- DIVERTED TO JFK DUE TO IAS DISAGREE. CORRECTIVE ACTION: FOUND FIRST OFFICER'S PITOT TUBE INLET DAMAGED. REPLACED PITOT TUBE AND ADM. OPS CHECKS GOOD.,0851HT1,PartNumber,0851HT1,2025
AALA202506240445,2025-06-22,2025-06-24T13:12:04.737-05:00,AALA,AALA,A,SW,21,A,7532,R,J,,A,,,,CR,O,938NN,BOEING,737823,33490,34750,15175,CFMINT,CFM567B20,658129,34750,15175,,,,,,HNYWL,REGULATOR,1074926,12763,FAILED,NR 1 ENGINE,10951,4979,10951,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AIRCRAFT WAS GROUNDED: AN EMERGENCY WAS DECLARED DUE TO: SHORTLY AFTER TURNING OFF THE LEFT PACK FOR BLEED, THE TRIP NUMBER 1 ENGINE ROLLED BACK WITH ACCOMPANYING THUMPING AND CLUNKING SOUND. WITH ENGINE AT IDLE, ENGINE INDICATIONS WERE NORMAL. WHEN POWER IS ADDED, A CLUNKING SOUND WOULD RETURN. AIRCRAFT AIR INTERRUPTED, BACK TO AND LANDED SAFELY AT DFW. REMOVED AND REPLACED NUMBER 1 ENGINE (AALA202506236217). PER J/C 08L40072003. ADDITIONALLY, REMOVE AND REPLACED THE ENGINE NUMBER 1 BLEED AIR REGULATOR (AALA202506240445). PER AMM 36-11-03. OPERATIONAL AND LEAK CHECK GOOD.",1074926,PartNumber,107492-6,2025
CALA2025062505869,2025-06-22,2025-06-25T07:55:05.960-05:00,CALA,CALA,A,GL,33,A,7532,J,,,A,,,,AP,O,73445,BOEING,737924ER,40000,44607,16214,CFMINT,CFM567B263,,,,,,,,,HNYWL,SHUTOFF VALVE,32145526,14832,BINDING,NR 1 ENGINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NUMBER 1 ENG 9 PSI LEFT BLEED AFTER TAKEOFF PLACARDED #1 ENGINE BLEED PER MEL 3605A, LOCKED #1 PRSOV CLOSED. DISPATCH DESK: 35 TOMC APPROVES PLACARDED #1 ENGINE BLEED INOP PER MEL 3605A, PRSOV NEEDS REPLACEMENT REF AMM 36-11-04. REMOVED AND REPLACED ENG 1 PRSOV REF AMM: 36-11-04. LEAK CHECK GOOD, NO LEAKS NOTED AT THIS TIME. SUGGEST HIGH POWER RUN TO ADD EMP:U413935 VERIFY FIX DUE TO ENG 1 LOW BLEED AFTER TAKEOFF. ACCOMPLISHED ENGINE RUNS NO BLEED FROM #1 ENGINE. ACCOMPLISHED PRSOV HEALTH CHECK REF AMM 36-11-00 FOUND PRSOV CONTROL SENSE LINE WITH LARGE LEAK. REPLACED LIKE REF IPC 36-11-51-02. ACCOMPLISHED ENGINE RUNS AFTER REPLACEMENT ALL BLEEDS NORMAL.",32145526,PartNumber,3214552-6,2025
CALA2025063006079,2025-06-27,2025-06-30T07:27:00.973-05:00,CALA,CALA,A,GL,33,A,3830,K,,,A,,,,CR,O,73275,BOEING,737824,31593,73085,26071,,,,,,,,,,,,TOILET,158000293,11812,LEAKING,ZONE 900,33852,12312,984,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LAV D FLUSHES CONTINUE OUSLY REF FIM 38-30 TASK 816 VERIFIED NO CLOG VERIFIED RINSE VALVE OPENS AND CLOSES SUSPECT FLUSH CONTROL ASSEMBLY NEEDS TO BE CHANGED REQUEST MEL 3802D REQUESTING MEL TOILET VALVE MANUALLY CLOSED IN ACCORDANCE WITH MEL.  SLAVE IN LAV FLUSH SWITCH, NO HELP. REINSTALLED ORIG FLUSH SWITCH. R/R VACUUM TOILET ASSY PER AMM 38-32-01-000/400-838-002. OPS TESTS FOUND WATER CONTINOUSLY DRIPPING INSIDE THE BOWL AND COLLECTED IN THE LOWER PORTION. PART IS BAD OUT OF STOCK.  MEL STAYS, PROCEDURES COMPLIED WITH. LAV D STILL INOP.  REPLACED LAV D VACUUM TOILET ASSEMBLY REF AMM 38-32-01, OPS CHECKED GOOD.",158000293,PartNumber,15800-029-3,2025
DALA2025070705007,2025-07-05,2025-07-07T13:41:46.117-05:00,DALA,DALA,A,SO,27,A,7500,J,,,A,,,,CL,O,377DA,BOEING,737832,29625,78733,31837,CFMINT,CFM567B262,889444,72940,28124,,,,,,,REGULATOR,1074926,6243,INOPERATIVE,BLEED SYS,19989,8998,12707,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SHIP 3707 -ATB- RETURNED TO JFK DUE TO PRESSURIZATION ISSUES AND NO LT DUCT PRESSURE. CORRECTIVE ACTION: REPLACED LT PRSOV SENSE LINE AND LT HPV MUSCLE AIR LINE FOR LT ENGINE BLEED ISSUE. REPLACED RT BLEED AIR REGULATOR, RT SECONDARY HEAT EXCHANGER AND RT TCV SENSE LINE FOR RT BLEED SYSTEM ISSUES. OPS NORMAL.",1074926,PartNumber,107492-6,2025
